model_name,is_physics_informed,capacity_name,hidden_widths,parameter_count,dataset_size,n_attempted,n_runs,divergence_rate,nan_rate,test_rel_l2_mean,test_rel_l2_std,test_rel_l2_stderr,val_rel_l2_mean,val_rel_l2_std,val_rel_l2_stderr,test_mse_mean,test_mse_std,test_mse_stderr,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_stderr
piml,True,large,"256,256",67074,64,9,9,0.0,0.0,0.019763771030637953,0.002112843455625949,0.0007042811518753163,0.019918139196104474,0.0020055763053613246,0.0006685254351204415,0.0022802401929058963,0.0008112902869099891,0.00027043009563666303,6.060913377337986,3.4389258063629398,1.1463086021209798
piml,True,large,"256,256",67074,128,9,9,0.0,0.0,0.017554863252573542,0.0008955909591685673,0.00029853031972285575,0.017541417645083532,0.0005637620070624065,0.00018792066902080217,0.001595406870668133,0.0005368011183205031,0.00017893370610683437,7.865487469567193,3.156928464865203,1.052309488288401
piml,True,large,"256,256",67074,256,9,9,0.0,0.0,0.01696713703374068,0.00021672625978789406,7.224208659596468e-05,0.01701475286649333,0.0004093154980496482,0.00013643849934988272,0.001298169282058047,2.6092363727234428e-05,8.69745457574481e-06,6.689585553275214,2.3163328535631535,0.7721109511877179
piml,True,large,"256,256",67074,512,9,9,0.0,0.0,0.01592945835242669,0.0004333192442617344,0.0001444397480872448,0.016011150139901374,0.0002989366562537644,9.964555208458814e-05,0.0011545770491162937,5.4790577081032966e-05,1.8263525693677656e-05,5.50803542137146,1.4177070309576296,0.4725690103192099
piml,True,large,"256,256",67074,1024,9,9,0.0,0.0,0.015690510264701314,0.0003243736111637704,0.00010812453705459013,0.015735177012781303,0.00021251025496446521,7.083675165482174e-05,0.0011269686898837488,3.8506538520643816e-05,1.2835512840214605e-05,7.40887893570794,1.9984299677663389,0.6661433225887796
piml,True,large,"256,256",67074,2048,9,9,0.0,0.0,0.015033335838880803,0.0015816325472265405,0.0005272108490755135,0.015058426600363519,0.001732529101652702,0.0005775097005509006,0.0010291502015509952,0.0002450280068125276,8.167600227084253e-05,11.744668086369833,5.974874896066507,1.9916249653555023
piml,True,large,"256,256",67074,4096,9,9,0.0,0.0,0.0141581730503175,0.0011868838665911904,0.0003956279555303968,0.014197717420756817,0.0011667056636305688,0.0003889018878768563,0.0008768380761870907,0.00019140156248248383,6.380052082749461e-05,22.046416097217136,8.031784596551994,2.677261532183998
piml,True,large,"256,256",67074,8192,9,9,0.0,0.0,0.014300866362949213,0.0006299619407186929,0.00020998731357289762,0.014387345872819424,0.0004973094187487238,0.00016576980624957458,0.0008870216422817773,0.00010243835975524457,3.4146119918414853e-05,39.40094510714213,13.941999619946584,4.647333206648861
piml,True,medium,"128,128",17154,64,9,9,0.0,0.0,0.020191973075270653,0.0024962494316404043,0.0008320831438801348,0.02045709350042873,0.0026497403310103934,0.0008832467770034645,0.0024334536089251437,0.0011098469627329527,0.0003699489875776509,13.111347966723972,3.904481942500142,1.3014939808333807
piml,True,medium,"128,128",17154,128,9,9,0.0,0.0,0.018165350167287722,0.0014232251023219213,0.0004744083674406404,0.018264584036337003,0.0011316285262582772,0.00037720950875275904,0.0017422182330240805,0.0007546816742184322,0.00025156055807281074,10.914758682250977,2.843831882388048,0.9479439607960161
piml,True,medium,"128,128",17154,256,9,9,0.0,0.0,0.017367712325519986,0.0006172406043795329,0.00020574686812651095,0.017510365487800703,0.0007628291027686415,0.0002542763675895472,0.0013896815297711226,0.0001069594245953564,3.565314153178546e-05,11.250431299209595,3.3025379951955576,1.1008459983985193
piml,True,medium,"128,128",17154,512,9,9,0.0,0.0,0.01628404214150376,0.000370366131603727,0.00012345537720124234,0.016414184330238238,0.0003294901095032181,0.00010983003650107271,0.0012126709981304076,5.2367807728771084e-05,1.745593590959036e-05,10.25872540473938,4.488084766372387,1.4960282554574622
piml,True,medium,"128,128",17154,1024,9,9,0.0,0.0,0.01590608784721957,0.00042724158972902773,0.00014241386324300925,0.016004005240069494,0.00044732070464093996,0.00014910690154697998,0.0011632172908220026,6.278209635948751e-05,2.0927365453162505e-05,8.182550350824991,2.530089437651859,0.843363145883953
piml,True,medium,"128,128",17154,2048,9,9,0.0,0.0,0.015707214259439044,0.000774990908101798,0.0002583303027005993,0.015813266651497945,0.0007919286942823902,0.00026397623142746337,0.0011312639884029825,0.00011737820015669051,3.912606671889684e-05,15.473151153988308,12.494252447330258,4.1647508157767525
piml,True,medium,"128,128",17154,4096,9,9,0.0,0.0,0.015428854876922237,0.0006168478770008439,0.00020561595900028132,0.015458282600674365,0.0005434219022863985,0.00018114063409546615,0.0010849433925209774,8.212479095993636e-05,2.7374930319978784e-05,31.320513619316948,12.415143604734403,4.1383812015781345
piml,True,medium,"128,128",17154,8192,9,9,0.0,0.0,0.014844815867642561,0.00084062567986706,0.0002802085599556867,0.01491532288491726,0.0007263996731535844,0.00024213322438452814,0.0010010876964467268,0.00012949488291370487,4.3164960971234955e-05,32.53064931763543,4.550768087358524,1.5169226957861746
piml,True,small,"64,64",4482,64,9,9,0.0,0.0,0.022195118789871533,0.0017053306671163636,0.0005684435557054545,0.02247351325220532,0.0019239318296942285,0.0006413106098980761,0.0027056452818214893,0.0005239185734676868,0.00017463952448922894,8.748481512069702,1.8282536780372884,0.6094178926790962
piml,True,small,"64,64",4482,128,9,9,0.0,0.0,0.019378873623079725,0.0009031456305457038,0.0003010485435152346,0.019515823986795213,0.0007444552432031261,0.0002481517477343754,0.0017829456935740179,0.00021263066495650113,7.087688831883371e-05,14.016855107413399,4.817174859217156,1.6057249530723852
piml,True,small,"64,64",4482,256,9,9,0.0,0.0,0.01804131145278613,0.0007445756553282605,0.0002481918851094202,0.018117209275563557,0.000604398815301588,0.00020146627176719599,0.001481012247192363,0.00010185780633314587,3.3952602111048624e-05,9.891851001315647,1.7257579123009492,0.5752526374336497
piml,True,small,"64,64",4482,512,9,9,0.0,0.0,0.017007662397291925,0.0004739664494131362,0.0001579888164710454,0.01710513772235976,0.00046087891438327766,0.0001536263047944259,0.0013128459815763766,6.832442038156013e-05,2.2774806793853377e-05,9.495638608932495,2.2557030085637244,0.7519010028545748
piml,True,small,"64,64",4482,1024,9,9,0.0,0.0,0.016493941760725446,0.00045133887125108085,0.00015044629041702695,0.016620628121826384,0.0004979777529217782,0.0001659925843072594,0.0012473486131057143,6.16443310259158e-05,2.0548110341971936e-05,8.707843595080906,1.8435569265463476,0.6145189755154492
piml,True,small,"64,64",4482,2048,9,9,0.0,0.0,0.016169038290778797,0.0002690591649663193,8.968638832210643e-05,0.01624255606697665,0.0001828895399787437,6.096317999291457e-05,0.0011996435544764001,4.300568841668013e-05,1.4335229472226712e-05,13.335135698318481,4.702303990046211,1.567434663348737
piml,True,small,"64,64",4482,4096,9,9,0.0,0.0,0.0158226504507992,0.0006146658594668143,0.0002048886198222714,0.01585448088331355,0.0005554237257038535,0.0001851412419012845,0.0011401056868231131,0.00010384158737092277,3.4613862456974255e-05,25.005137628979153,7.567930902559329,2.522643634186443
piml,True,small,"64,64",4482,8192,9,9,0.0,0.0,0.015463256898025671,0.000533791330979377,0.00017793044365979233,0.015499191255205207,0.0004943084504315387,0.00016476948347717956,0.0010884881032527322,7.356736671650621e-05,2.4522455572168738e-05,40.76672511630588,9.654351245748787,3.218117081916262
piml,True,tiny,"32,32",1218,64,9,9,0.0,0.0,0.024390593998961978,0.001800185361365022,0.000600061787121674,0.024422660056087706,0.0022578851098377277,0.0007526283699459093,0.0037196864270501668,0.0007103728615071789,0.0002367909538357263,12.732295327716404,0.46029775440787296,0.1534325848026243
piml,True,tiny,"32,32",1218,128,9,9,0.0,0.0,0.022909007552597258,0.0012497272652865089,0.00041657575509550297,0.02276504288117091,0.0014084412252142534,0.00046948040840475114,0.0030467049218714237,0.0004473456349596785,0.00014911521165322618,11.679346164067587,2.104798401047487,0.701599467015829
piml,True,tiny,"32,32",1218,256,9,9,0.0,0.0,0.019874223197499912,0.0012345458401178014,0.0004115152800392671,0.019970685036645994,0.0014714612858634372,0.0004904870952878124,0.0018767310539260507,0.00021474418872990077,7.158139624330026e-05,15.091035683949789,1.47799399588026,0.49266466529341996
piml,True,tiny,"32,32",1218,512,9,9,0.0,0.0,0.017649496388104226,0.0005281533611284518,0.00017605112037615057,0.017788171354267333,0.0007307459450627717,0.00024358198168759058,0.0014881450139606993,0.00010176273730591256,3.3920912435304186e-05,14.77012472682529,2.8569470594621884,0.9523156864873962
piml,True,tiny,"32,32",1218,1024,9,9,0.0,0.0,0.01662944360739655,0.00016884531716175542,5.6281772387251805e-05,0.016722127381298277,0.00040719340460029844,0.00013573113486676616,0.0012579261221819455,3.4236931328711365e-05,1.1412310442903789e-05,16.090494500266182,2.609802456985721,0.8699341523285736
piml,True,tiny,"32,32",1218,2048,9,9,0.0,0.0,0.016232409721447363,0.0004998982141472944,0.00016663273804909815,0.016284789476129744,0.00046017129526856675,0.00015339043175618893,0.0012137059432764847,7.270833036115442e-05,2.4236110120384806e-05,18.281415436002945,5.636823137434806,1.878941045811602
piml,True,tiny,"32,32",1218,4096,9,9,0.0,0.0,0.016102920803758834,0.00034204068938236814,0.00011401356312745605,0.016154382791784074,0.0005026091732406076,0.00016753639108020254,0.0011777517566871312,6.900885758591041e-05,2.30029525286368e-05,19.414733330408733,12.04886637742848,4.01628879247616
piml,True,tiny,"32,32",1218,8192,9,9,0.0,0.0,0.015472444705665112,0.000516482564212393,0.00017216085473746435,0.015480143328507742,0.0003977016051703412,0.00013256720172344708,0.001091134721516735,6.41313471874606e-05,2.1377115729153534e-05,25.33774807718065,7.899525818887675,2.6331752729625584
piml,True,xlarge,"256,256,256",132866,64,9,9,0.0,0.0,0.019167143023676343,0.0020106022030937543,0.0006702007343645848,0.01932362053129408,0.00198910668166514,0.0006630355605550467,0.0021638800778115788,0.0006791584983153391,0.00022638616610511303,10.062025441063774,7.461858698712201,2.4872862329040673
piml,True,xlarge,"256,256,256",132866,128,9,9,0.0,0.0,0.01740178983244631,0.0009662967001869009,0.0003220989000623003,0.017411849564976163,0.0006473724367371346,0.00021579081224571155,0.0014702025283541945,0.0003768957498424068,0.0001256319166141356,7.123028967115614,2.6344280754895912,0.8781426918298637
piml,True,xlarge,"256,256,256",132866,256,9,9,0.0,0.0,0.016329723203347787,0.0006053691237860283,0.00020178970792867612,0.016397062896026507,0.0007819707522677155,0.00026065691742257184,0.001174530809900413,0.00011247718511202579,3.749239503734193e-05,6.590713156594171,1.7691791667754573,0.5897263889251524
piml,True,xlarge,"256,256,256",132866,512,4,4,0.0,0.0,0.01517348363995552,0.0005989602303566313,0.00029948011517831564,0.015479882713407278,0.0005921492489723931,0.00029607462448619654,0.0010368142102379352,0.0001009606086987206,5.04803043493603e-05,8.050807356834412,3.3664569685302586,1.6832284842651293
plain,False,large,"256,256",67074,64,9,9,0.0,0.0,0.00486369935485224,0.0013949714182329488,0.0004649904727443163,0.005026875632918543,0.0014818975378129383,0.0004939658459376461,0.00039027397320347116,0.0003175966017613433,0.00010586553392044776,3.6450281143188477,0.31323808280249055,0.10441269426749684
plain,False,large,"256,256",67074,128,9,9,0.0,0.0,0.002798685519438651,0.0003335492651675026,0.00011118308838916752,0.0028451032833092743,0.0002476036851914434,8.253456173048113e-05,0.00010819967832907828,5.372252135424366e-05,1.790750711808122e-05,3.650644726223416,0.46400760848586964,0.1546692028286232
plain,False,large,"256,256",67074,256,9,9,0.0,0.0,0.00171901883246998,0.00019207644555637615,6.402548185212538e-05,0.0017536347343896825,0.0002890219770394248,9.634065901314161e-05,3.252979331591632e-05,1.0297575170968308e-05,3.4325250569894357e-06,4.545319716135661,0.33038996927861314,0.11012998975953771
plain,False,large,"256,256",67074,512,9,9,0.0,0.0,0.0010866704914304945,8.86481191289072e-05,2.9549373042969068e-05,0.0010801954259578553,8.120771346559805e-05,2.706923782186602e-05,1.1998280772079144e-05,2.4078988899768826e-06,8.026329633256275e-07,4.572627226511638,0.7289315897565802,0.24297719658552674
plain,False,large,"256,256",67074,1024,9,9,0.0,0.0,0.0008502603676687512,4.570943212021477e-05,1.5236477373404925e-05,0.0008629955829949015,6.214387405665197e-05,2.0714624685550658e-05,5.761377097870637e-06,9.594995275563208e-07,3.1983317585210694e-07,5.177224450641209,0.7965532901281905,0.26551776337606353
plain,False,large,"256,256",67074,2048,9,9,0.0,0.0,0.0008524710105525123,7.71044236813304e-05,2.5701474560443466e-05,0.0008555554280367991,5.827280701296915e-05,1.942426900432305e-05,5.322823527522915e-06,1.7628259134784937e-06,5.876086378261646e-07,4.674397892422146,0.5706406811969802,0.1902135603989934
plain,False,large,"256,256",67074,4096,9,9,0.0,0.0,0.0007815416708278159,7.281273964767467e-05,2.4270913215891558e-05,0.0007871677646309965,3.943444444122636e-05,1.314481481374212e-05,3.76163459097572e-06,6.962761937660648e-07,2.3209206458868827e-07,5.102103312810262,1.2813937805885924,0.42713126019619746
plain,False,large,"256,256",67074,8192,9,9,0.0,0.0,0.0007567159740978645,4.062731113647084e-05,1.354243704549028e-05,0.0007645711820158693,5.1193237302016236e-05,1.7064412434005413e-05,3.432643451459525e-06,5.031778648297183e-07,1.6772595494323942e-07,7.4071750905778675,1.6291724242744354,0.5430574747581451
plain,False,medium,"128,128",17154,64,9,9,0.0,0.0,0.006969401198956702,0.0021427715543095383,0.0007142571847698461,0.007254087469644017,0.0022951859310883635,0.0007650619770294545,0.0007335548758015244,0.0005765816139235411,0.00019219387130784703,3.136446475982666,0.3242965839860735,0.10809886132869116
plain,False,medium,"128,128",17154,128,9,9,0.0,0.0,0.0043959411171575384,0.0008860813707200706,0.0002953604569066902,0.00450223870575428,0.000866271390988817,0.00028875713032960567,0.0002283710095475221,0.00010424424790886066,3.4748082636286885e-05,3.406733194986979,0.5855537666234842,0.19518458887449475
plain,False,medium,"128,128",17154,256,9,9,0.0,0.0,0.002752561406749818,0.0003767610660331736,0.00012558702201105785,0.002792470855638385,0.0004249889543254274,0.00014166298477514245,7.487180442290587e-05,2.4536879061403195e-05,8.178959687134398e-06,4.816614521874322,0.5542884037779329,0.18476280125931097
plain,False,medium,"128,128",17154,512,9,9,0.0,0.0,0.0016091186811940537,0.00016516708072398416,5.505569357466139e-05,0.0016158210346475244,0.0001817135287287687,6.0571176242922905e-05,2.2955179803021667e-05,6.1115928240202825e-06,2.037197608006761e-06,5.516426377826267,0.5032972310508441,0.16776574368361472
plain,False,medium,"128,128",17154,1024,9,9,0.0,0.0,0.001101879913929022,0.00011191628415111222,3.730542805037074e-05,0.0011237985195799007,0.00012042819269309213,4.0142730897697376e-05,9.117180676791273e-06,2.2739430837286597e-06,7.579810279095533e-07,6.299367904663086,1.2101286538678626,0.4033762179559542
plain,False,medium,"128,128",17154,2048,9,9,0.0,0.0,0.0009941826057102946,0.00010131502896574415,3.377167632191472e-05,0.000985880324151367,9.391511405626346e-05,3.1305038018754485e-05,6.4315998113468395e-06,1.2017506043576675e-06,4.005835347858892e-07,6.392764197455512,0.7959400008067029,0.2653133336022343
plain,False,medium,"128,128",17154,4096,9,9,0.0,0.0,0.0008915295087111493,9.215904257376715e-05,3.0719680857922384e-05,0.0009040273273260229,0.00010902174386227928,3.6340581287426425e-05,4.757725188634747e-06,1.065441169861102e-06,3.551470566203673e-07,7.347695032755534,1.8997325963532707,0.6332441987844236
plain,False,medium,"128,128",17154,8192,9,9,0.0,0.0,0.0007999433437362313,0.00016466475179307725,5.488825059769242e-05,0.0008110611427885791,0.00017902612750717698,5.967537583572566e-05,3.7849889748839714e-06,1.6704329423955445e-06,5.568109807985148e-07,10.778400156233046,3.231872377991101,1.0772907926637003
plain,False,small,"64,64",4482,64,9,9,0.0,0.0,0.010265492678930363,0.0015998240281164128,0.0005332746760388043,0.010458167435394393,0.0018547996722415804,0.0006182665574138601,0.0011471469446809755,0.0004914753019188566,0.00016382510063961886,9.095989863077799,2.086132745823977,0.6953775819413256
plain,False,small,"64,64",4482,128,9,9,0.0,0.0,0.006696256084574593,0.0009479668642982078,0.0003159889547660693,0.00675091240555048,0.0008802420324946846,0.00029341401083156154,0.0004238814872223884,0.0001358770891163898,4.5292363038796595e-05,10.809667057461208,2.7111072117570734,0.9037024039190245
plain,False,small,"64,64",4482,256,9,9,0.0,0.0,0.0049260554110838305,0.00047799195420817616,0.0001593306514027254,0.004938624281850126,0.0004950131087543845,0.00016500436958479482,0.00020646691619832482,4.774315673175955e-05,1.5914385577253184e-05,9.960449563132393,1.3776690259368345,0.4592230086456115
plain,False,small,"64,64",4482,512,9,9,0.0,0.0,0.00301780486996803,0.00022318686061596863,7.439562020532287e-05,0.003020896679825253,0.0002376149941104847,7.920499803682823e-05,6.534857149947331e-05,1.3792700729571562e-05,4.597566909857187e-06,16.2092068195343,4.348740115706729,1.4495800385689097
plain,False,small,"64,64",4482,1024,9,9,0.0,0.0,0.0020942670914034047,0.00016307071694519543,5.435690564839848e-05,0.0020868382804716625,0.00018216371154478988,6.0721237181596625e-05,2.863783265638631e-05,5.642383082809518e-06,1.8807943609365058e-06,16.09254609213935,1.3695223872279134,0.45650746240930445
plain,False,small,"64,64",4482,2048,9,9,0.0,0.0,0.0015176611745523082,0.00013821378576690834,4.607126192230278e-05,0.0015242097433656454,0.0001475011991307188,4.916706637690627e-05,1.4347743166985714e-05,3.7485803590153173e-06,1.249526786338439e-06,10.883455302980211,6.761409961107522,2.253803320369174
plain,False,small,"64,64",4482,4096,9,9,0.0,0.0,0.0012588370850102769,8.104914323560411e-05,2.7016381078534705e-05,0.001248580843417181,7.747329840838244e-05,2.5824432802794148e-05,9.460952141024689e-06,1.2313226212294282e-06,4.104408737431427e-07,11.290434492958916,2.7874541540457716,0.9291513846819238
plain,False,small,"64,64",4482,8192,9,9,0.0,0.0,0.001035983641890602,9.203282091650945e-05,3.0677606972169816e-05,0.0010422136789808671,9.795884716265428e-05,3.265294905421809e-05,6.208669118576735e-06,1.3872897496647843e-06,4.624299165549281e-07,15.092918501959907,4.1283237154549335,1.3761079051516445
plain,False,tiny,"32,32",1218,64,9,9,0.0,0.0,0.016383173772030406,0.0017408347673178333,0.0005802782557726111,0.01652474080522855,0.0021003646649359192,0.0007001215549786397,0.002477457772733437,0.0006559460901214649,0.00021864869670715496,6.093110534879896,3.345529094183325,1.115176364727775
plain,False,tiny,"32,32",1218,128,9,9,0.0,0.0,0.014626343734562397,0.0011286938181653298,0.0003762312727217766,0.014609921620123915,0.0011515682371211317,0.00038385607904037724,0.001801533275283873,0.00028402232992306547,9.467410997435515e-05,14.15661162800259,4.721153149253058,1.573717716417686
plain,False,tiny,"32,32",1218,256,9,9,0.0,0.0,0.008922944931934277,0.0011984039255862988,0.00039946797519543295,0.008910356658614345,0.0014171059430400105,0.0004723686476800035,0.0006204128634029379,0.00019453485733594625,6.484495244531541e-05,16.602708843019272,3.305458257894097,1.1018194192980324
plain,False,tiny,"32,32",1218,512,9,9,0.0,0.0,0.005478917310635249,0.0005854663224270164,0.00019515544080900545,0.005470750646458732,0.0006361872894189515,0.00021206242980631714,0.0002050336802818088,4.886367346154675e-05,1.6287891153848918e-05,17.532026290893555,1.9542974925047019,0.6514324975015673
plain,False,tiny,"32,32",1218,1024,9,9,0.0,0.0,0.003852505081643661,0.0003049588472160018,0.0001016529490720006,0.0038700323396672807,0.00028043180005902113,9.347726668634038e-05,9.346691755733143e-05,1.8659550374898273e-05,6.219850124966091e-06,23.470404651429916,1.9587659001203994,0.6529219667067998
plain,False,tiny,"32,32",1218,2048,9,9,0.0,0.0,0.00261977082118392,0.0002171718350030114,7.239061166767047e-05,0.0026268742771612275,0.0002258417570984537,7.528058569948457e-05,4.075679923213708e-05,5.833885476921372e-06,1.944628492307124e-06,33.90063341458639,4.664856270500354,1.5549520901667846
plain,False,tiny,"32,32",1218,4096,9,9,0.0,0.0,0.0021142799847034943,0.00016826483584670077,5.6088278615566926e-05,0.002118196817011469,0.00017310680232902146,5.770226744300716e-05,2.5444863341464144e-05,4.215037072338495e-06,1.405012357446165e-06,37.79281200302972,4.407161522576203,1.4690538408587344
plain,False,tiny,"32,32",1218,8192,9,9,0.0,0.0,0.0017449691529489225,0.00020797833935206735,6.932611311735578e-05,0.001736538187186751,0.0002140345218968365,7.134484063227883e-05,1.6951047554256445e-05,3.641432329956757e-06,1.2138107766522523e-06,75.12771651479933,13.692367993148178,4.564122664382726
plain,False,xlarge,"256,256,256",132866,64,9,9,0.0,0.0,0.004482239588267273,0.0013008314029244073,0.0004336104676414691,0.0046454304829239845,0.0013737789378302334,0.0004579263126100778,0.0003340392334697147,0.00024282307070759592,8.094102356919865e-05,4.163909620708889,0.35012894081829926,0.11670964693943309
plain,False,xlarge,"256,256,256",132866,128,9,9,0.0,0.0,0.0023041118272683686,0.00024919638682306016,8.306546227435339e-05,0.0023770853877067566,0.00032997015117766193,0.00010999005039255398,7.61138823387834e-05,2.4058923230181878e-05,8.019641076727293e-06,4.551359123653835,0.3989584684573973,0.13298615615246576
plain,False,xlarge,"256,256,256",132866,256,9,9,0.0,0.0,0.0017057487016750707,0.00017863620013686094,5.9545400045620314e-05,0.0017333996559803684,0.0002750433580941943,9.168111936473144e-05,3.090572681685444e-05,1.0680357939246513e-05,3.560119313082171e-06,4.318893459108141,0.7997318570741149,0.2665772856913716
plain,False,xlarge,"256,256,256",132866,512,9,9,0.0,0.0,0.0012259053118113014,0.0001374156741624918,4.58052247208306e-05,0.0012288918304774496,0.00011851946952081147,3.950648984027049e-05,1.4190269414232009e-05,3.6157131531876632e-06,1.205237717729221e-06,4.227924187978108,0.6602715514147427,0.22009051713824757
plain,False,xlarge,"256,256,256",132866,1024,9,9,0.0,0.0,0.0009982407338813776,0.00015788110615399606,5.2627035384665354e-05,0.000995787921258145,0.0001601405802949665,5.33801934316555e-05,7.866207296400615e-06,2.349423909006943e-06,7.831413030023143e-07,8.720976961983574,2.89925768940222,0.96641922980074
plain,False,xlarge,"256,256,256",132866,2048,9,9,0.0,0.0,0.0008890723046432766,0.00011846387075227719,3.948795691742573e-05,0.0009011554260117313,0.00011872030538469823,3.9573435128232743e-05,5.397853783506434e-06,1.903563059396583e-06,6.34521019798861e-07,17.52743395169576,8.213013677525408,2.737671225841803
plain,False,xlarge,"256,256,256",132866,4096,9,9,0.0,0.0,0.0007878272832992176,0.0001346912943649497,4.48970981216499e-05,0.0007994285810531841,0.00012486286103985766,4.162095367995255e-05,4.172203666207173e-06,2.3564988371837042e-06,7.854996123945681e-07,25.25316063563029,5.754152883844939,1.9180509612816463
plain,False,xlarge,"256,256,256",132866,8192,9,9,0.0,0.0,0.0007040452263835403,0.00010497816537930622,3.4992721793102074e-05,0.000711168492368112,9.57854376409161e-05,3.1928479213638704e-05,3.064458686215706e-06,1.2276970094240166e-06,4.092323364746722e-07,57.35860008663602,26.741596009990314,8.913865336663438
